label,feature1x,feature1y,feature1z,feature2x,feature2y,feature2z,feature3x,feature3y,feature3z,feature4x,feature4y,feature4z,feature5x,feature5y,feature5z,feature6x,feature6y,feature6z,feature7x,feature7y,feature7z,feature8x,feature8y,feature8z,feature9x,feature9y,feature9z,feature10x,feature10y,feature10z,feature11x,feature11y,feature11z,feature12x,feature12y,feature12z,feature13x,feature13y,feature13z,feature14x,feature14y,feature14z,feature15x,feature15y,feature15z,feature16x,feature16y,feature16z,feature17x,feature17y,feature17z,feature18x,feature18y,feature18z,feature19x,feature19y,feature19z,feature20x,feature20y,feature20z,feature21x,feature21y,feature21z
one,0.19083516299724578857,0.70032048225402832031,0.00000011926849197152,0.23844771087169647217,0.66018009185791015625,-0.02312664873898029327,0.26661109924316406250,0.59413433074951171875,-0.03671874105930328369,0.26947602629661560059,0.53719735145568847656,-0.05107152834534645081,0.25843682885169982910,0.48595437407493591309,-0.06511981785297393799,0.23543043434619903564,0.49115300178527832031,-0.02310529537498950958,0.24475884437561035156,0.39424562454223632812,-0.04624609276652336121,0.24979372322559356689,0.33707451820373535156,-0.06021853536367416382,0.25126606225967407227,0.28918504714965820312,-0.06941357254981994629,0.20078784227371215820,0.50063425302505493164,-0.02642264962196350098,0.21324577927589416504,0.44367209076881408691,-0.06689172983169555664,0.23037518560886383057,0.50330901145935058594,-0.07824442535638809204,0.23683699965476989746,0.55522930622100830078,-0.07658635824918746948,0.16630162298679351807,0.52293395996093750000,-0.03215935081243515015,0.18152689933776855469,0.47513723373413085938,-0.07051892578601837158,0.20367379486560821533,0.53099834918975830078,-0.06575896590948104858,0.21156084537506103516,0.57651412487030029297,-0.05256742611527442932,0.12940558791160583496,0.55510741472244262695,-0.03968440368771553040,0.14555829763412475586,0.52103906869888305664,-0.06615934520959854126,0.17009139060974121094,0.55587899684906005859,-0.06126767769455909729,0.18112650513648986816,0.58840340375900268555,-0.05078032985329627991
one,0.19411008059978485107,0.69660228490829467773,0.00000014950683180359,0.24011072516441345215,0.65529948472976684570,-0.02215961180627346039,0.26843601465225219727,0.59251540899276733398,-0.03746357187628746033,0.27535286545753479004,0.53848874568939208984,-0.05428384989500045776,0.27174711227416992188,0.48623079061508178711,-0.07072316855192184448,0.22875729203224182129,0.49067389965057373047,-0.02587760798633098602,0.23573502898216247559,0.39024478197097778320,-0.05188880488276481628,0.24143671989440917969,0.33245551586151123047,-0.06790769100189208984,0.24326750636100769043,0.28414881229400634766,-0.07816803455352783203,0.19558739662170410156,0.49983429908752441406,-0.03053003177046775818,0.22053006291389465332,0.44863998889923095703,-0.07412201166152954102,0.24275130033493041992,0.50615453720092773438,-0.08681573718786239624,0.24803048372268676758,0.55576717853546142578,-0.08591622114181518555,0.16360250115394592285,0.52129828929901123047,-0.03749895095825195312,0.19096085429191589355,0.48046761751174926758,-0.07718395441770553589,0.21598613262176513672,0.53458768129348754883,-0.07217089831829071045,0.22254438698291778564,0.57839107513427734375,-0.05885534361004829407,0.12923920154571533203,0.55364829301834106445,-0.04635142162442207336,0.15583512187004089355,0.52773904800415039062,-0.07305575907230377197,0.18286585807800292969,0.56155323982238769531,-0.06770231574773788452,0.19311220943927764893,0.59296447038650512695,-0.05674225836992263794
one,0.19401654601097106934,0.69357055425643920898,0.00000020405174439020,0.23814749717712402344,0.65189796686172485352,-0.02133989706635475159,0.27087152004241943359,0.59056442975997924805,-0.03878663107752799988,0.28664967417716979980,0.53786307573318481445,-0.05767278745770454407,0.28519850969314575195,0.48305812478065490723,-0.07589228451251983643,0.21635891497135162354,0.48239779472351074219,-0.03146985545754432678,0.22029142081737518311,0.38533681631088256836,-0.05935847386717796326,0.22655253112316131592,0.32744398713111877441,-0.07619395107030868530,0.22978299856185913086,0.28035265207290649414,-0.08682466298341751099,0.18293324112892150879,0.48997917771339416504,-0.03719311207532882690,0.22708044946193695068,0.44771185517311096191,-0.07959093898534774780,0.25704371929168701172,0.50188291072845458984,-0.09094195812940597534,0.26424881815910339355,0.55077052116394042969,-0.09011482447385787964,0.15357396006584167480,0.51432943344116210938,-0.04508883133530616760,0.20170789957046508789,0.48413151502609252930,-0.08267334848642349243,0.23116074502468109131,0.53412806987762451172,-0.07718212902545928955,0.23898662626743316650,0.57406830787658691406,-0.06483181565999984741,0.12642732262611389160,0.55100852251052856445,-0.05498468130826950073,0.17025703191757202148,0.53341656923294067383,-0.07974839955568313599,0.19756433367729187012,0.56454479694366455078,-0.07441360503435134888,0.20494739711284637451,0.59231424331665039062,-0.06421475112438201904
one,0.18862733244895935059,0.69358640909194946289,0.00000021909727365710,0.23398636281490325928,0.64244055747985839844,-0.01648298278450965881,0.26383966207504272461,0.58196818828582763672,-0.03572411462664604187,0.28321981430053710938,0.53145605325698852539,-0.05731307342648506165,0.29238563776016235352,0.47837659716606140137,-0.07802744954824447632,0.19921492040157318115,0.47683304548263549805,-0.03103124536573886871,0.20288366079330444336,0.38614791631698608398,-0.06113721430301666260,0.21110314130783081055,0.32720863819122314453,-0.07969120889902114868,0.21433484554290771484,0.27960109710693359375,-0.09168552607297897339,0.16827580332756042480,0.48573714494705200195,-0.04051288589835166931,0.22925221920013427734,0.44314637780189514160,-0.08305991441011428833,0.26630687713623046875,0.49690777063369750977,-0.09258370101451873779,0.27359023690223693848,0.54373770952224731445,-0.09071425348520278931,0.14556162059307098389,0.51341700553894042969,-0.05190553516149520874,0.21226507425308227539,0.48660656809806823730,-0.08900675177574157715,0.24393528699874877930,0.53591156005859375000,-0.08031456917524337769,0.24910740554332733154,0.57220125198364257812,-0.06598480045795440674,0.12876909971237182617,0.55326479673385620117,-0.06520671397447586060,0.18449328839778900146,0.53770112991333007812,-0.08812017738819122314,0.21054849028587341309,0.56749868392944335938,-0.08007816970348358154,0.21291880309581756592,0.59254008531570434570,-0.06824423372745513916
one,0.17907811701297760010,0.69276851415634155273,0.00000021888159551509,0.22697749733924865723,0.63697016239166259766,-0.01317880209535360336,0.25594794750213623047,0.57427000999450683594,-0.03369703143835067749,0.27769276499748229980,0.52467280626296997070,-0.05789794027805328369,0.29440578818321228027,0.47243583202362060547,-0.08135301619768142700,0.18590004742145538330,0.47294890880584716797,-0.02773613296449184418,0.19029305875301361084,0.38510906696319580078,-0.05866065993905067444,0.20032452046871185303,0.32398456335067749023,-0.07781527191400527954,0.20508348941802978516,0.27670899033546447754,-0.09042652696371078491,0.15832728147506713867,0.48487636446952819824,-0.04025930538773536682,0.22817756235599517822,0.44330722093582153320,-0.08339914679527282715,0.26684144139289855957,0.49750307202339172363,-0.09230236709117889404,0.27168110013008117676,0.54005372524261474609,-0.08999585360288619995,0.14175981283187866211,0.51583868265151977539,-0.05458778142929077148,0.21579654514789581299,0.48745778203010559082,-0.09294673800468444824,0.24750781059265136719,0.53899073600769042969,-0.08226013183593750000,0.24875581264495849609,0.57397675514221191406,-0.06632875651121139526,0.13280141353607177734,0.55802571773529052734,-0.07068933546543121338,0.19250510632991790771,0.54146671295166015625,-0.09461086243391036987,0.21785128116607666016,0.57146704196929931641,-0.08526859432458877563,0.21675607562065124512,0.59557038545608520508,-0.07229891419410705566
one,0.16250479221343994141,0.69468438625335693359,0.00000021903470326379,0.21678139269351959229,0.63058042526245117188,-0.00697682471945881844,0.24407327175140380859,0.56773298978805541992,-0.02686509117484092712,0.26928383111953735352,0.51960122585296630859,-0.05183705314993858337,0.29073813557624816895,0.47040018439292907715,-0.07609304040670394897,0.16841730475425720215,0.46941816806793212891,-0.02362473681569099426,0.17672939598560333252,0.38448634743690490723,-0.05354622378945350647,0.18769991397857666016,0.32264390587806701660,-0.07262725383043289185,0.19300776720046997070,0.27593219280242919922,-0.08584474027156829834,0.14424370229244232178,0.48537993431091308594,-0.03993632271885871887,0.22225160896778106689,0.44048357009887695312,-0.08024618774652481079,0.26316004991531372070,0.49294078350067138672,-0.08751600980758666992,0.26835137605667114258,0.53194940090179443359,-0.08529142290353775024,0.13496145606040954590,0.51872968673706054688,-0.05771150067448616028,0.21571077406406402588,0.48690125346183776855,-0.09255173802375793457,0.24824255704879760742,0.53526353836059570312,-0.07999764382839202881,0.24761833250522613525,0.56885993480682373047,-0.06442292034626007080,0.13572083413600921631,0.56174737215042114258,-0.07718627899885177612,0.20083737373352050781,0.54436850547790527344,-0.09847351908683776855,0.22398754954338073730,0.57045841217041015625,-0.08843410760164260864,0.21879641711711883545,0.59202498197555541992,-0.07622948288917541504
one,0.15743359923362731934,0.69623649120330810547,0.00000020858479388153,0.21330679953098297119,0.62948864698410034180,-0.00545628042891621590,0.23926408588886260986,0.56610614061355590820,-0.02567381039261817932,0.26396855711936950684,0.51804411411285400391,-0.05148637667298316956,0.28818193078041076660,0.46908020973205566406,-0.07656809687614440918,0.16226556897163391113,0.46840465068817138672,-0.02315793000161647797,0.17304605245590209961,0.38387387990951538086,-0.05335920304059982300,0.18499115109443664551,0.32202678918838500977,-0.07266550511121749878,0.19072170555591583252,0.27506151795387268066,-0.08615883439779281616,0.13855409622192382812,0.48556369543075561523,-0.04053809121251106262,0.21989420056343078613,0.44062310457229614258,-0.08129819482564926147,0.25922513008117675781,0.49526384472846984863,-0.08816944807767868042,0.26192799210548400879,0.53389418125152587891,-0.08563431352376937866,0.13162136077880859375,0.51959288120269775391,-0.05923604220151901245,0.21483817696571350098,0.48593395948410034180,-0.09450949728488922119,0.24595886468887329102,0.53689318895339965820,-0.08087109029293060303,0.24216470122337341309,0.57221281528472900391,-0.06448064744472503662,0.13461402058601379395,0.56225121021270751953,-0.07956793159246444702,0.20189227163791656494,0.54340821504592895508,-0.10114829242229461670,0.22354848682880401611,0.57196527719497680664,-0.09039244800806045532,0.21572774648666381836,0.59543287754058837891,-0.07762855291366577148
one,0.16008718311786651611,0.69450712203979492188,0.00000022571606450583,0.21021065115928649902,0.62923991680145263672,-0.00888547953218221664,0.23571206629276275635,0.56681394577026367188,-0.02917921170592308044,0.25914061069488525391,0.51883774995803833008,-0.05401580408215522766,0.27961254119873046875,0.46757534146308898926,-0.07794453948736190796,0.15901146829128265381,0.46791672706604003906,-0.02478354796767234802,0.17023810744285583496,0.38176399469375610352,-0.05467320233583450317,0.18091318011283874512,0.32092911005020141602,-0.07343623787164688110,0.18613113462924957275,0.27451151609420776367,-0.08599882572889328003,0.13388061523437500000,0.48404118418693542480,-0.03947753086686134338,0.20998327434062957764,0.44033238291740417480,-0.08004292845726013184,0.24952158331871032715,0.49088451266288757324,-0.08768806606531143188,0.25514054298400878906,0.52970850467681884766,-0.08547428250312805176,0.12412094324827194214,0.51733785867691040039,-0.05570552125573158264,0.20436881482601165771,0.48454618453979492188,-0.09096007049083709717,0.23619589209556579590,0.53149783611297607422,-0.07900792360305786133,0.23700857162475585938,0.56497961282730102539,-0.06331081688404083252,0.12388134747743606567,0.56035280227661132812,-0.07362792640924453735,0.18792380392551422119,0.53923255205154418945,-0.09503931552171707153,0.21245224773883819580,0.56513315439224243164,-0.08500576019287109375,0.21048945188522338867,0.58721095323562622070,-0.07235339283943176270
one,0.15927845239639282227,0.69420248270034790039,0.00000024437505885544,0.20522037148475646973,0.63383382558822631836,-0.01313130930066108704,0.23177775740623474121,0.57100194692611694336,-0.03275268152356147766,0.25288575887680053711,0.52076709270477294922,-0.05610980838537216187,0.26666525006294250488,0.46642962098121643066,-0.07858739793300628662,0.15948259830474853516,0.46792778372764587402,-0.02352059632539749146,0.16835722327232360840,0.38181313872337341309,-0.05265258252620697021,0.17858368158340454102,0.32218688726425170898,-0.07164364308118820190,0.18414770066738128662,0.27462112903594970703,-0.08443884551525115967,0.13062402606010437012,0.48056527972221374512,-0.03551510348916053772,0.19821748137474060059,0.43624418973922729492,-0.07616136968135833740,0.23856468498706817627,0.48428648710250854492,-0.08639232069253921509,0.24713489413261413574,0.52566874027252197266,-0.08584360778331756592,0.11401378363370895386,0.51138198375701904297,-0.04952785745263099670,0.18781577050685882568,0.47973856329917907715,-0.08508647978305816650,0.22191667556762695312,0.52517533302307128906,-0.07628601044416427612,0.22726714611053466797,0.55941128730773925781,-0.06245200708508491516,0.10579596459865570068,0.55447554588317871094,-0.06547962874174118042,0.16671559214591979980,0.53423267602920532227,-0.08721313625574111938,0.19379302859306335449,0.56111353635787963867,-0.07902423292398452759,0.19587589800357818604,0.58518213033676147461,-0.06746777892112731934
one,0.16238112747669219971,0.69081968069076538086,0.00000020748609586008,0.20524090528488159180,0.63742935657501220703,-0.01866197213530540466,0.23270915448665618896,0.57267749309539794922,-0.03645028918981552124,0.24658235907554626465,0.51945221424102783203,-0.05651073530316352844,0.24748499691486358643,0.46513545513153076172,-0.07595629245042800903,0.16951675713062286377,0.46837642788887023926,-0.02744076214730739594,0.17296943068504333496,0.37778639793395996094,-0.05580339953303337097,0.17971579730510711670,0.32019573450088500977,-0.07399646937847137451,0.18299067020416259766,0.27335762977600097656,-0.08554990589618682861,0.13560527563095092773,0.47827562689781188965,-0.03467220440506935120,0.18649224936962127686,0.43593764305114746094,-0.07599706947803497314,0.22271980345249176025,0.48428225517272949219,-0.08801614493131637573,0.23253943026065826416,0.52965539693832397461,-0.08822539448738098145,0.11010298132896423340,0.50621849298477172852,-0.04408381879329681396,0.16807216405868530273,0.47492679953575134277,-0.08051469922065734863,0.20190769433975219727,0.52050310373306274414,-0.07522989809513092041,0.21154576539993286133,0.55874663591384887695,-0.06337592005729675293,0.08977980911731719971,0.54765522480010986328,-0.05557567998766899109,0.14163257181644439697,0.52846103906631469727,-0.07928037643432617188,0.17130482196807861328,0.55577313899993896484,-0.07414733618497848511,0.17948135733604431152,0.58186745643615722656,-0.06420737504959106445
